DATE,Y10_FIT,RNY10,TP10
20220329,0.2559,0.151,0.1049
20220330,0.2241,0.1548,0.0694
20220331,0.2174,0.1565,0.0609
20220401,0.2259,0.1658,0.0601
20220404,0.2227,0.1679,0.0548
20220405,0.2119,0.1608,0.0511
20220406,0.2382,0.1495,0.0887
20220407,0.2321,0.1498,0.0823
20220408,0.2281,0.1317,0.0965
20220411,0.2376,0.1117,0.1259
20220412,0.2413,0.1164,0.1249
20220413,0.2362,0.1247,0.1115
20220414,0.2366,0.1351,0.1015
20220415,0.2415,0.1347,0.1068
20220418,0.2414,0.1466,0.0948
20220419,0.2427,0.1483,0.0945
20220420,0.2527,0.1559,0.0968
20220421,0.2478,0.1615,0.0863
20220422,0.2491,0.1551,0.094
20220425,0.2486,0.1598,0.0888
20220426,0.2497,0.1592,0.0905
20220427,0.2488,0.1586,0.0902
20220428,0.2188,0.1631,0.0557
20220502,0.2302,0.1687,0.0615
20220506,0.246,0.1665,0.0795
20220509,0.2518,0.1677,0.0841
20220510,0.2518,0.1677,0.0841
20220511,0.2518,0.1677,0.0841
20220512,0.2494,0.1578,0.0916
20220513,0.2453,0.1541,0.0911
20220516,0.246,0.1559,0.0902
20220517,0.246,0.1559,0.0902
20220518,0.2451,0.1527,0.0924
20220519,0.2452,0.1539,0.0913
20220520,0.2415,0.1445,0.097
20220523,0.243,0.1434,0.0996
20220524,0.2377,0.1506,0.0871
20220525,0.2133,0.1541,0.0592
20220526,0.2381,0.1508,0.0873
20220527,0.2345,0.1533,0.0811
20220530,0.2396,0.15,0.0896
20220531,0.2454,0.1607,0.0847
20220601,0.2415,0.1694,0.0721
20220602,0.2504,0.1659,0.0844
20220603,0.2402,0.1696,0.0706
20220606,0.251,0.1664,0.0847
20220607,0.2564,0.1622,0.0942
20220608,0.2562,0.1677,0.0885
20220609,0.2549,0.1676,0.0873
20220610,0.2617,0.1637,0.098
20220613,0.2646,0.1391,0.1255
20220614,0.2673,0.1015,0.1658
20220615,0.2741,0.0931,0.1811
20220616,0.2707,0.1006,0.1701
20220617,0.2418,0.0965,0.1453
20220620,0.251,0.0878,0.1632
20220621,0.2562,0.0707,0.1855
20220622,0.2588,0.0565,0.2022
20220623,0.2485,0.0598,0.1888
20220624,0.2407,0.0719,0.1689
20220627,0.2532,0.0871,0.1661
20220628,0.252,0.0866,0.1654
20220629,0.2458,0.0949,0.1509
20220630,0.2436,0.117,0.1265
20220701,0.2308,0.13,0.1008
20220704,0.2366,0.1267,0.1099
20220705,0.2538,0.1298,0.124
20220706,0.2489,0.1331,0.1158
20220707,0.2496,0.1217,0.128
20220708,0.2494,0.1112,0.1382
20220711,0.2459,0.1005,0.1454
20220712,0.2457,0.106,0.1397
20220713,0.236,0.1069,0.1291
20220714,0.2361,0.1188,0.1173
20220715,0.2348,0.1014,0.1334
20220719,0.2381,0.0929,0.1453
20220720,0.2443,0.0809,0.1634
20220721,0.2385,0.0818,0.1567
20220722,0.2215,0.0946,0.1269
20220725,0.207,0.1021,0.1049
20220726,0.2143,0.1107,0.1036
20220727,0.2102,0.1087,0.1014
20220728,0.2076,0.1189,0.0888
20220729,0.1835,0.1148,0.0687
20220801,0.189,0.1092,0.0797
20220802,0.1794,0.125,0.0544
20220803,0.1947,0.1191,0.0756
20220804,0.1807,0.1132,0.0675
20220805,0.1716,0.1179,0.0537
20220808,0.1816,0.1134,0.0683
20220809,0.1713,0.1144,0.0569
20220810,0.2018,0.111,0.0908
20220812,0.1967,0.1053,0.0914
20220815,0.1975,0.1074,0.0901
20220816,0.1785,0.1114,0.0671
20220817,0.1923,0.1084,0.0839
20220818,0.2085,0.1066,0.1019
20220819,0.2082,0.1088,0.0995
20220822,0.2363,0.1114,0.1249
20220823,0.2321,0.1044,0.1277
20220824,0.2381,0.0952,0.1429
20220825,0.2435,0.09,0.1535
20220826,0.2317,0.0972,0.1345
20220829,0.2557,0.0873,0.1684
20220830,0.2356,0.0997,0.1359
20220831,0.2363,0.1001,0.1362
20220901,0.2515,0.0948,0.1566
20220902,0.2525,0.0875,0.1649
20220905,0.2471,0.0971,0.15
20220906,0.2553,0.0907,0.1646
20220907,0.2657,0.088,0.1778
20220908,0.2657,0.0847,0.181
20220909,0.2685,0.069,0.1995
20220912,0.2676,0.0539,0.2137
20220913,0.2608,0.0677,0.1931
20220914,0.2708,0.0481,0.2227
20220915,0.2731,0.0443,0.2287
20220916,0.2741,0.0408,0.2334
20220920,0.2759,0.0588,0.217
20220921,0.2883,0.0546,0.2337
20220922,0.2711,0.067,0.204
20220926,0.2897,0.0624,0.2272
20220927,0.2971,0.0476,0.2495
20220928,0.2859,0.0582,0.2277
20220929,0.285,0.0587,0.2262
20220930,0.2792,0.0756,0.2037
20221003,0.269,0.0874,0.1817
20221004,0.2499,0.0832,0.1667
20221005,0.25,0.0725,0.1775
20221006,0.2505,0.0698,0.1807
20221007,0.252,0.0657,0.1863
20221011,0.2581,0.0625,0.1956
20221012,0.2587,0.0633,0.1954
20221013,0.2543,0.0577,0.1966
20221014,0.2549,0.0608,0.1941
20221017,0.2613,0.0517,0.2096
20221018,0.2614,0.052,0.2094
20221019,0.2614,0.0546,0.2068
20221020,0.2644,0.0585,0.2059
20221021,0.2637,0.0591,0.2047
20221024,0.266,0.068,0.1979
20221025,0.265,0.0744,0.1905
20221026,0.2648,0.0819,0.1829
20221027,0.2661,0.0918,0.1742
20221028,0.2562,0.0838,0.1724
20221031,0.2555,0.0901,0.1654
20221101,0.2661,0.0951,0.171
20221102,0.2607,0.104,0.1566
20221104,0.2666,0.0957,0.1709
20221107,0.2687,0.0966,0.1721
20221108,0.2711,0.0975,0.1736
20221109,0.2705,0.0964,0.174
20221110,0.2662,0.0998,0.1664
20221111,0.254,0.1126,0.1414
20221114,0.2611,0.1024,0.1587
20221115,0.2617,0.1036,0.1581
20221116,0.2622,0.1043,0.1579
20221117,0.263,0.1022,0.1608
20221118,0.2674,0.098,0.1694
20221121,0.2628,0.0976,0.1653
20221122,0.2631,0.1014,0.1617
20221124,0.2679,0.1058,0.1621
20221125,0.276,0.0886,0.1874
20221128,0.2791,0.089,0.1901
20221129,0.2811,0.0742,0.2069
20221130,0.28,0.0966,0.1834
20221201,0.2788,0.0939,0.1849
20221202,0.2826,0.1025,0.1802
20221205,0.2847,0.095,0.1897
20221206,0.2857,0.0852,0.2005
20221207,0.284,0.0904,0.1936
20221208,0.2812,0.0893,0.1919
20221209,0.2799,0.0857,0.1942
20221212,0.2835,0.0874,0.1961
20221213,0.2819,0.0809,0.2009
20221214,0.2806,0.0853,0.1954
20221215,0.2853,0.08,0.2053
20221216,0.285,0.0767,0.2083
20221219,0.2874,0.0772,0.2102
20221220,0.436,0.0854,0.3506
20221221,0.5261,0.0362,0.4898
20221222,0.4388,0.0465,0.3923
20221223,0.4296,0.0714,0.3582
20221226,0.4886,0.0716,0.417
20221227,0.5074,0.0796,0.4278
20221228,0.4994,0.0815,0.4179
20221229,0.497,0.1225,0.3745
20221230,0.4632,0.1267,0.3365
20230104,0.4991,0.1276,0.3715
20230105,0.5157,0.1278,0.3878
20230106,0.516,0.1303,0.3857
20230110,0.518,0.1138,0.4042
20230111,0.5184,0.1109,0.4074
20230112,0.5199,0.0834,0.4365
20230113,0.5214,0.0574,0.464
20230116,0.523,0.0658,0.4571
20230117,0.5246,0.0635,0.4611
20230118,0.44,0.0918,0.3481
20230119,0.4309,0.0853,0.3456
20230120,0.4251,0.0969,0.3282
20230123,0.4025,0.1166,0.2859
20230124,0.4335,0.1101,0.3235
20230125,0.4636,0.1098,0.3537
20230126,0.4883,0.1014,0.3869
20230127,0.5019,0.0961,0.4058
20230130,0.5012,0.1049,0.3964
20230131,0.5156,0.0943,0.4213
20230201,0.5046,0.0838,0.4208
20230202,0.5197,0.0875,0.4322
20230203,0.5071,0.0937,0.4134
20230206,0.5153,0.0868,0.4285
20230207,0.5164,0.0753,0.4411
20230208,0.5166,0.0653,0.4513
20230209,0.5178,0.0442,0.4736
20230210,0.5213,0.0311,0.4902
20230213,0.5306,0.03,0.5007
20230214,0.5308,0.018,0.5129
20230215,0.5311,0.018,0.5132
20230216,0.533,0.0004,0.5326
20230217,0.5353,0.0007,0.5345
20230220,0.5377,-0.0009,0.5386
20230221,0.5389,-0.0076,0.5465
20230222,0.539,-0.0125,0.5515
20230224,0.5367,0.0098,0.5269
20230227,0.5398,0.021,0.5189
20230228,0.5324,0.0598,0.4726
20230301,0.5337,0.0685,0.4652
20230302,0.5352,0.0605,0.4747
20230303,0.5354,0.0612,0.4743
20230306,0.5394,0.048,0.4914
20230307,0.5371,0.0563,0.4809
20230308,0.5381,0.0419,0.4962
20230309,0.5383,0.0345,0.5039
20230310,0.4362,0.0365,0.3997
20230313,0.35,0.0414,0.3086
20230314,0.3197,0.0708,0.2489
20230315,0.3661,0.0553,0.3108
20230316,0.3314,0.0526,0.2788
20230317,0.3235,0.0434,0.2801
20230320,0.2844,0.0655,0.219
20230322,0.3812,0.0601,0.3211
20230323,0.3418,0.0667,0.2751
20230324,0.3229,0.0668,0.2561
20230327,0.3324,0.0641,0.2683
20230328,0.3395,0.0603,0.2793
20230329,0.3382,0.06,0.2782
20230330,0.3644,0.0564,0.308
20230331,0.3921,0.0803,0.3119
20230403,0.426,0.084,0.342
20230404,0.4819,0.0679,0.414
20230405,0.478,0.0597,0.4183
20230406,0.4768,0.0427,0.4341
20230407,0.4684,0.0382,0.4302
20230410,0.4742,0.0486,0.4256
20230411,0.4638,0.0629,0.4008
20230412,0.4735,0.0573,0.4162
20230413,0.4693,0.0463,0.423
20230414,0.4685,0.0525,0.4159
20230417,0.4923,0.0444,0.4479
20230418,0.4837,0.0417,0.442
20230419,0.4837,0.0414,0.4422
20230420,0.4837,0.0414,0.4422
20230421,0.473,0.0476,0.4253
20230424,0.4786,0.0374,0.4412
20230425,0.4892,0.0455,0.4437
20230426,0.4691,0.0525,0.4166
20230427,0.4696,0.064,0.4056
20230428,0.4051,0.0906,0.3145
20230501,0.4148,0.0883,0.3265
20230502,0.4297,0.0681,0.3616
20230508,0.4254,0.0727,0.3527
20230509,0.4367,0.0669,0.3698
20230510,0.4267,0.0596,0.367
20230511,0.4009,0.0644,0.3365
20230512,0.3979,0.0543,0.3436
20230515,0.4232,0.0515,0.3718
20230516,0.408,0.0567,0.3513
20230517,0.3773,0.0565,0.3208
20230518,0.3974,0.0668,0.3306
20230519,0.417,0.0633,0.3537
20230522,0.3992,0.0672,0.332
20230523,0.4117,0.0662,0.3455
20230524,0.4232,0.0626,0.3605
20230525,0.4444,0.0523,0.3921
20230526,0.4346,0.0633,0.3712
20230529,0.4546,0.0696,0.385
20230530,0.4495,0.0721,0.3773
20230531,0.4485,0.0812,0.3673
20230601,0.4354,0.0835,0.352
20230602,0.4318,0.0746,0.3572
20230605,0.4518,0.0626,0.3892
20230606,0.4412,0.0677,0.3734
20230607,0.4343,0.0719,0.3624
20230608,0.4552,0.0644,0.3908
20230609,0.4507,0.0559,0.3948
20230612,0.4466,0.0665,0.38
20230613,0.438,0.0579,0.38
20230614,0.4475,0.056,0.3915
20230615,0.4476,0.0591,0.3885
20230616,0.4226,0.0642,0.3584
20230619,0.4141,0.0674,0.3467
20230620,0.4071,0.0672,0.3399
20230621,0.3938,0.0611,0.3327
20230622,0.3956,0.0583,0.3373
20230623,0.3899,0.0592,0.3307
20230626,0.378,0.0637,0.3142
20230627,0.3982,0.0674,0.3308
20230628,0.4143,0.0613,0.353
20230629,0.4102,0.0746,0.3356
20230630,0.4276,0.0913,0.3363
20230703,0.4333,0.0922,0.3411
20230704,0.4017,0.0907,0.311
20230705,0.3854,0.0916,0.2937
20230706,0.4107,0.0947,0.316
20230707,0.4407,0.0846,0.356
20230710,0.4706,0.0619,0.4087
20230711,0.4546,0.0731,0.3815
20230712,0.481,0.0604,0.4207
20230713,0.4706,0.0675,0.4032
20230714,0.4804,0.056,0.4244
20230718,0.4861,0.0647,0.4215
20230719,0.4662,0.0718,0.3944
20230720,0.4649,0.0737,0.3912
20230721,0.4804,0.0656,0.4147
20230724,0.4596,0.0631,0.3964
20230725,0.465,0.0707,0.3943
20230726,0.45,0.0858,0.3642
20230727,0.4424,0.0864,0.356
20230728,0.5513,0.0754,0.4759
20230731,0.6052,0.0821,0.5231
20230801,0.5951,0.0749,0.5201
20230802,0.6294,0.0788,0.5506
20230803,0.6536,0.0627,0.5908
20230804,0.6427,0.0605,0.5822
20230807,0.6247,0.0631,0.5615
20230808,0.6092,0.0676,0.5416
20230809,0.5707,0.0692,0.5015
20230810,0.59,0.0681,0.5219
20230814,0.6206,0.0618,0.5588
20230815,0.6316,0.0524,0.5792
20230816,0.6302,0.0514,0.5788
20230817,0.6565,0.0616,0.5949
20230818,0.6312,0.0594,0.5718
20230821,0.6559,0.0567,0.5992
20230822,0.6719,0.0475,0.6245
20230823,0.6812,0.0386,0.6426
20230824,0.6529,0.0423,0.6106
20230825,0.6627,0.0356,0.6272
20230828,0.6685,0.0364,0.6321
20230829,0.6492,0.0426,0.6066
20230830,0.66,0.0516,0.6084
20230831,0.656,0.0592,0.5967
20230901,0.6349,0.0693,0.5657
20230904,0.6519,0.0606,0.5914
20230905,0.6663,0.0555,0.6108
20230906,0.6623,0.0552,0.6071
20230907,0.6668,0.0464,0.6204
20230908,0.6579,0.0372,0.6208
20230911,0.7157,0.0305,0.6853
20230912,0.7177,0.0326,0.6851
20230913,0.717,0.031,0.686
20230914,0.7168,0.032,0.6848
20230915,0.7165,0.0434,0.6731
20230919,0.7291,0.043,0.6861
20230920,0.7337,0.0358,0.6979
20230921,0.7618,0.0228,0.739
20230922,0.7574,0.0289,0.7285
20230925,0.741,0.0219,0.7191
20230926,0.7546,0.0248,0.7298
20230927,0.7495,0.0267,0.7228
20230928,0.7677,0.0258,0.742
20230929,0.7767,0.0081,0.7686
20231002,0.7823,0.0065,0.7758
20231003,0.7668,-0.0019,0.7687
20231004,0.8107,-0.0084,0.8191
20231005,0.8046,0.0036,0.801
20231006,0.8038,0.001,0.8028
20231010,0.7768,0.016,0.7608
20231011,0.7771,0.0148,0.7623
20231012,0.7566,0.0179,0.7387
20231013,0.766,0.0096,0.7564
20231016,0.7583,0.0187,0.7396
20231017,0.7867,0.0164,0.7703
20231018,0.8113,0.013,0.7983
20231019,0.8451,0.0024,0.8427
20231020,0.8414,0.0061,0.8353
20231023,0.8652,0.0153,0.8499
20231024,0.8458,0.0124,0.8334
20231025,0.8558,0.012,0.8438
20231026,0.8842,0.0062,0.878
20231027,0.8746,0.0108,0.8638
20231030,0.8941,0.0106,0.8834
20231031,0.9528,0.0036,0.9492
20231101,0.9596,-0.0065,0.9662
20231102,0.9203,-0.0145,0.9348
20231106,0.8762,0.0027,0.8734
20231107,0.8829,-0.0021,0.8849
20231108,0.8529,-0.0037,0.8566
20231109,0.8438,-0.0099,0.8537
20231110,0.8604,-0.0178,0.8782
20231113,0.8809,-0.0365,0.9175
20231114,0.8611,-0.0306,0.8917
20231115,0.8077,-0.0204,0.8282
20231116,0.7998,-0.0311,0.8309
20231117,0.7658,-0.0135,0.7793
20231120,0.7567,-0.0041,0.7608
20231121,0.7119,0.0171,0.6947
20231122,0.7432,0.0044,0.7388
20231124,0.7888,0.0011,0.7877
20231127,0.7892,0.0074,0.7818
20231128,0.7692,0.0237,0.7455
20231129,0.6954,0.063,0.6324
20231130,0.6922,0.0893,0.6029
20231201,0.7214,0.0627,0.6587
20231204,0.714,0.0695,0.6445
20231205,0.6901,0.0795,0.6106
20231206,0.6692,0.0749,0.5942
20231207,0.774,0.0528,0.7212
20231208,0.7939,0.0431,0.7509
20231211,0.8015,0.0447,0.7568
20231212,0.7612,0.0607,0.7004
20231213,0.7111,0.0736,0.6375
20231214,0.6953,0.0793,0.616
20231215,0.7297,0.0765,0.6532
20231218,0.6901,0.0912,0.599
20231219,0.6647,0.0984,0.5663
20231220,0.5814,0.1074,0.474
20231221,0.6114,0.0863,0.525
20231222,0.6529,0.0794,0.5735
20231225,0.6385,0.0824,0.5561
20231226,0.6575,0.096,0.5614
20231227,0.624,0.1164,0.5076
20231228,0.6156,0.1193,0.4963
20231229,0.648,0.1292,0.5189
20240104,0.6496,0.1331,0.5165
20240105,0.6343,0.1161,0.5182
20240109,0.6146,0.1089,0.5057
20240110,0.6221,0.1048,0.5173
20240111,0.6058,0.089,0.5168
20240112,0.5918,0.0778,0.514
20240115,0.5633,0.0894,0.4739
20240116,0.5969,0.0986,0.4983
20240117,0.613,0.0972,0.5158
20240118,0.6583,0.0751,0.5831
20240119,0.6739,0.0706,0.6032
20240122,0.6599,0.0766,0.5833
20240123,0.6456,0.079,0.5666
20240124,0.7252,0.0774,0.6478
20240125,0.7545,0.059,0.6955
20240126,0.7245,0.0662,0.6583
20240129,0.7298,0.062,0.6679
20240130,0.7154,0.0774,0.638
20240131,0.738,0.078,0.66
20240201,0.6995,0.0816,0.6178
20240202,0.6672,0.105,0.5622
20240205,0.7266,0.1034,0.6232
20240206,0.7268,0.108,0.6188
20240207,0.7157,0.095,0.6207
20240208,0.7072,0.1002,0.607
20240209,0.7325,0.1,0.6325
20240213,0.7373,0.1014,0.6359
20240214,0.7649,0.0796,0.6853
20240215,0.7364,0.1009,0.6356
20240216,0.7375,0.0893,0.6482
20240219,0.7384,0.0921,0.6463
20240220,0.7427,0.0873,0.6554
20240221,0.7327,0.0927,0.64
20240222,0.7275,0.1109,0.6166
20240226,0.699,0.1244,0.5746
20240227,0.7025,0.1216,0.581
20240228,0.7077,0.1209,0.5868
20240229,0.7229,0.1369,0.586
20240301,0.727,0.1094,0.6176
20240304,0.7242,0.115,0.6093
20240305,0.7121,0.1099,0.6023
20240306,0.7229,0.0998,0.6231
20240307,0.7388,0.0943,0.6444
20240308,0.7431,0.1069,0.6362
20240311,0.7739,0.1256,0.6483
20240312,0.7803,0.1298,0.6505
20240313,0.7703,0.134,0.6363
20240314,0.7896,0.1423,0.6474
20240315,0.8005,0.1356,0.6649
20240318,0.7739,0.1665,0.6073
20240319,0.7433,0.1477,0.5956
20240321,0.7609,0.128,0.6329
20240322,0.761,0.1288,0.6322
20240325,0.7506,0.1273,0.6233
20240326,0.755,0.1319,0.6231
20240327,0.7358,0.1305,0.6053
20240328,0.7273,0.1391,0.5881
20240329,0.7478,0.1378,0.6101
20240401,0.7624,0.1058,0.6566
20240402,0.767,0.0918,0.6752
20240403,0.7669,0.0879,0.6791
20240404,0.7781,0.0928,0.6854
20240405,0.7681,0.0986,0.6695
20240408,0.7879,0.1112,0.6767
20240409,0.7823,0.095,0.6872
20240410,0.7978,0.0976,0.7002
20240411,0.8508,0.0888,0.762
20240412,0.861,0.0962,0.7649
20240415,0.8609,0.1084,0.7526
20240416,0.8667,0.118,0.7487
20240417,0.8853,0.1223,0.763
20240418,0.8669,0.1345,0.7324
20240419,0.8328,0.1302,0.7027
20240422,0.8808,0.1215,0.7593
20240423,0.8812,0.1178,0.7633
20240424,0.8862,0.1203,0.7659
20240425,0.8914,0.119,0.7724
20240426,0.9205,0.1139,0.8067
20240430,0.8738,0.1224,0.7514
20240501,0.8928,0.1275,0.7653
20240502,0.902,0.1161,0.7859
20240507,0.8753,0.1255,0.7498
20240508,0.8821,0.1315,0.7506
20240509,0.9107,0.1249,0.7858
20240510,0.9115,0.1318,0.7797
20240513,0.9408,0.1361,0.8048
20240514,0.9637,0.1332,0.8305
20240515,0.9569,0.1523,0.8047
20240516,0.929,0.1528,0.7762
20240517,0.9521,0.1572,0.7949
20240520,0.9826,0.1401,0.8424
20240521,0.9874,0.1417,0.8457
20240522,1.0027,0.1425,0.8602
20240523,1.0068,0.1397,0.8671
20240524,1.0122,0.1377,0.8745
20240527,1.0269,0.1372,0.8897
20240528,1.0422,0.1433,0.899
20240529,1.0799,0.154,0.926
20240530,1.0624,0.1704,0.892
20240531,1.077,0.1888,0.8883
20240603,1.0671,0.1852,0.8819
20240604,1.0389,0.1945,0.8445
20240605,1.0103,0.1919,0.8184
20240606,0.9681,0.1837,0.7843
20240607,0.9811,0.1806,0.8005
20240610,1.0398,0.1757,0.8641
20240611,1.0303,0.1707,0.8596
20240612,0.9961,0.1748,0.8213
20240613,0.9782,0.17,0.8082
20240614,0.9472,0.1645,0.7826
20240617,0.944,0.1608,0.7832
20240618,0.9607,0.154,0.8067
20240619,0.9522,0.1509,0.8013
20240620,0.9699,0.1479,0.822
20240621,0.9965,0.1437,0.8527
20240624,1.0076,0.1454,0.8622
20240625,1.0183,0.1402,0.8781
20240626,1.0418,0.1387,0.903
20240627,1.0881,0.1542,0.9339
20240628,1.0591,0.1506,0.9084
20240701,1.0802,0.148,0.9322
20240702,1.1012,0.1397,0.9615
20240703,1.0967,0.138,0.9586
20240704,1.0819,0.1246,0.9572
20240705,1.0677,0.1252,0.9425
20240708,1.0871,0.1175,0.9695
20240709,1.0742,0.1076,0.9666
20240710,1.0878,0.1008,0.9871
20240711,1.0841,0.0945,0.9896
20240712,1.0496,0.0983,0.9513
20240716,1.0264,0.097,0.9294
20240717,1.0361,0.095,0.941
20240718,1.0406,0.0935,0.9471
20240719,1.0475,0.1128,0.9347
20240722,1.0573,0.1033,0.954
20240723,1.0673,0.1192,0.9481
20240724,1.0782,0.1232,0.955
20240725,1.0721,0.1464,0.9256
20240726,1.0615,0.1518,0.9097
20240729,1.0344,0.1567,0.8777
20240730,1.0068,0.1642,0.8427
20240731,1.066,0.2221,0.8439
20240801,1.0408,0.242,0.7988
20240802,0.9687,0.2527,0.716
20240805,0.7752,0.2798,0.4955
20240806,0.903,0.2706,0.6324
20240807,0.8946,0.258,0.6366
20240808,0.8509,0.2627,0.5882
20240809,0.8769,0.2751,0.6018
20240813,0.8654,0.2798,0.5856
20240814,0.8294,0.2809,0.5484
20240815,0.8567,0.2984,0.5582
20240816,0.893,0.296,0.597
20240819,0.9087,0.3023,0.6064
20240820,0.9105,0.2976,0.6129
20240821,0.8909,0.3094,0.5815
20240822,0.8949,0.3159,0.5791
20240823,0.9137,0.3035,0.6102
20240826,0.9049,0.3043,0.6006
20240827,0.9019,0.311,0.5909
20240828,0.9161,0.3107,0.6053
20240829,0.9121,0.3042,0.608
20240830,0.9172,0.305,0.6122
20240902,0.9313,0.2878,0.6435
20240903,0.9467,0.2893,0.6574
20240904,0.9115,0.2917,0.6198
20240905,0.8985,0.2953,0.6033
20240906,0.8746,0.3133,0.5613
20240909,0.9185,0.306,0.6125
20240910,0.9202,0.3031,0.617
20240911,0.8801,0.3096,0.5704
20240912,0.89,0.3018,0.5882
20240913,0.8709,0.2936,0.5774
20240917,0.8559,0.2917,0.5642
